FNFNUM,CHEM,PPCO
1038,THYMOL,FR
1038,TRANS-CINNAMALDEHYDE,FR
1038,TRANS-CINNAMYL-ALCOHOL,FR
1038,TRYPTOPHAN,FR
1038,TYROSINE,FR
1038,URSOLIC-ACID,PL
1038,VALINE,FR
1038,VANILLIC-ACID,PL
1038,VANILLIN,FR
1038,VIT-B-6,FR
1038,WATER,FR
1038,ZINC,FR
1039,2-METHYL-BUTYRIC-ACID,FR
1039,ALPHA-TERPINEOL,FR
1039,ALPHA-TOCOPHEROL,FR
1039,ALUMINUM,FR
1039,ANISALDEHYDE,FR
1039,ANTHOCYANOSIDES,FR
1039,ASCORBIC-ACID,FR
1039,ASH,FR
1039,BENZALDEHYDE,FR
1039,BENZOIC-ACID,FR
1039,BENZYL-ALCOHOL,FR
1039,BENZYL-BENZOATE,FR
1039,BETA-CAROTENE,FR
1039,BORON,FR
1039,CADMIUM,FR
1039,CALCIUM,FR
1039,CARBOHYDRATES,FR
1039,CATECHINS,FR
1039,CHLOROGENIC-ACID,FR
1039,CHROMIUM,FR
1039,COBALT,FR
1039,COPPER,FR
1039,CYANIDIN-3-ARABINOSIDE,FR
1039,CYANIDIN-3-GALACTOSIDE,FR
1039,CYANIDIN-3-GLUCOSIDE,FR
1039,EUGENOL,FR
1039,FAT,FR
1039,FIBER,FR
1039,FOLACIN,FR
1039,IRON,FR
1039,KILOCALORIES,FR
1039,LEAD,FR
1039,LUTEIN,FR
1039,MAGNESIUM,FR
1039,MALIC-ACID,FR
1039,MANGANESE,FR
1039,MERCURY,FR
1039,MOLYBDENUM,FR
1039,NIACIN,FR
1039,NICKEL,FR
1039,NITROGEN,FR
1039,OXALIC-ACID,FR
1039,OXYCOCCRIYANINE,FR
1039,PANTOTHENIC-ACID,FR
1039,PEONIDIN-3-ARABINOSIDE,FR
1039,PEONIDIN-3-GALACTOSIDE,FR
1039,PEONIDIN-3-GLUCOSIDE,FR
1039,PHOSPHORUS,FR
1039,POTASSIUM,FR
1039,PROTEIN,FR
1039,QUERCETIN,FR
1039,QUINIC-ACID,FR
1039,RIBOFLAVIN,FR
1039,RUBIDIUM,FR
1039,SELENIUM,FR
1039,SODIUM,FR
1039,SULFUR,FR
1039,THIAMIN,FR
1039,VIT-B-6,FR
1039,WATER,FR
1039,ZINC,FR
1040,ALUMINUM,FR
1040,ANTHOCYANOSIDES,LF
1040,ARBUTIN,FR
1040,ARBUTIN,LF
1040,ARSENIC,FR
1040,ASCORBIC-ACID,FR
1040,ASH,FR
1040,ASPERULOSIDE,LF
1040,ASTRAGALIN,FR
1040,ASTRAGALIN,LF
1040,BENZOIC-ACID,LF
1040,BETA-AMYRIN,LF
1040,BETA-CAROTENE,FR
1040,BORON,FR
1040,BROMINE,FR
1040,CADMIUM,FR
1040,CAFFEIC-ACID,LF
1040,CALCIUM,FR
1040,CERYL-ALCOHOL,LF
1040,CHLOROGENIC-ACID,LF
1040,CHROMIUM,FR
1040,CITRIC-ACID,LF
1040,COBALT,FR
1040,COPPER,FR
1040,CYANADIN-3-O-ARABINOSIDE,LF
1040,CYANIDIN,FR
1040,CYANIDIN-3-O-GALACTOSIDE,LF
1040,CYANIDIN-3-O-GLUCOSIDE,LF
1040,DELPHINIDIN,FR
1040,DELPHINIDIN-3-MONOGLUCOSIDE,FR
1040,DELPHINIDIN-3-O-ARABINOSIDE,LF
1040,DELPHINIDIN-3-O-GALACTOSIDE,LF
1040,DELPHINIDIN-3-O-GLUCOSIDE,LF
1040,DELPHINIDIN-3-RHAMNOGLYCOSIDE,FR
1040,DELPHINIDIN-5-MONOGLYCOSIDE,FR
1040,DIHYDROXYCINNAMIC-ACID,FR
1040,EPIMYRTINE,PL
1040,FAT,SD
1040,FERULIC-ACID,FR
1040,FLUORINE,FR
1040,GALLIC-ACID,LF
1040,HYDROQUINONE,LF
1040,HYPEROSIDE,FR
1040,HYPEROSIDE,LF
1040,INVERT-SUGARS,FR
1040,IRON,FR
1040,IRON,LF
1040,ISOQUERCITRIN,LF
1040,LEAD,FR
1040,LUTEIN,FR
1040,M-COUMARIC-ACID,FR
1040,M-HYDROXYBENZOIC-ACID,FR
1040,MAGNESIUM,FR
1040,MALIC-ACID,LF
1040,MALVIDIN,FR
1040,MALVIDIN-3-O-ARABINOSIDE,LF
1040,MALVIDIN-3-O-GALACTOSIDE,LF
1040,MALVIDIN-3-O-GLUCOSIDE,LF
1040,MANGANESE,FR
1040,MANGANESE,LF
1040,MERCURY,FR
1040,MOLYBDENUM,FR
1040,MONOTROPEIN,FR
1040,MONOTROPEIN,LF
1040,MYRTILLIN,FR
1040,MYRTILLOL,LF
1040,MYRTINE,PL
1040,NEOMYRTILLIN,LF
1040,NIACIN,FR
1040,NONACOSANE,LF
1040,O-COUMARIC-ACID,FR
1040,OLEANOLIC-ACID,LF
1040,OXALIC-ACID,LF
1040,P-HYDROXY-BENZOIC-ACID,FR
1040,PARACOUMARIC-ACID,FR
1040,PECTIN,FR
1040,PEONIDIN,LF
1040,PEONIDIN-3-O-ARABINOSIDE,LF
1040,PEONIDIN-3-O-GALACTOSIDE,LF
1040,PEONIDIN-3-O-GLUCOSIDE,LF
1040,PETUNIDIN,FR
1040,PETUNIDIN-3-O-ARABINOSIDE,LF
1040,PETUNIDIN-3-O-GALACTOSIDE,LF
1040,PETUNIDIN-3-O-GLUCOSIDE,LF
1040,PHOSPHORUS,FR
1040,POTASSIUM,FR
1040,PROTEIN,FR
1040,PROTOCATECHUIC-ACID,FR
1040,QUERCETIN,LF
1040,QUERCETIN-3'-GLUCOSIDE,LF
1040,QUERCETIN-3-0-GALACTOSIDE,LF
1040,QUERCETIN-3-O-RHAMNOSIDE,LF
1040,QUERCETIN-3-ARABINOSIDE,LF
1040,QUERCETIN-3-GLUCOSIDOGLUCOSIDE,LF
1040,QUERCITRIN,LF
1040,QUINIC-ACID,LF
1040,RESINIC-ACID,LF
1040,RIBOFLAVIN,FR
1040,RUBIDIUM,FR
1040,SELENIUM,FR
1040,SILICON,FR
1040,SODIUM,FR
1040,SUCCINIC-ACID,LF
1040,SULFUR,FR
1040,SYRINGIC-ACID,FR
1040,TANNIN,FR
1040,TANNIN,LF
1040,THIAMIN,FR
1040,URSOLIC-ACID,FR
1040,URSOLIC-ACID,LF
1040,VANILLIC-ACID,FR
1040,WATER,FR
1040,ZINC,FR
1041,(+)-CATECHIN,FR
1041,1-AMINOCYCLOPROPAN-1-CARBONIC-ACID,FR
1041,2-O-CAFFEOYL-ARBUTIN,LF
1041,4-HYDROXY-PHENYL-BETA-GENTIOBIOSIDE,LF
1041,5-HYDROXY-PIPECOLIC-ACID,FR
1041,ALUMINUM,FR
1041,ARBUTIN,LF
1041,ARSENIC,FR
1041,ASCORBIC-ACID,FR
1041,ASH,FR
1041,AVICULARIN,LF
1041,BENZOIC-ACID,FR
1041,BETA-CAROTENE,PL
1041,BETA-HYDROXY-KETO-BUTYRIC-ACID,FR
1041,BORON,FR
1041,BROMINE,FR
1041,CADMIUM,FR
1041,CAFFEIC-ACID,LF
1041,CALCIUM,FR
1041,CATECHIN-TANNINS,LF
1041,CHROMIUM,FR
1041,CITRIC-ACID,FR
1041,COBALT,FR
1041,COPPER,FR
1041,CYANIDIN-3-GALACTOSIDE,FR
1041,FLUORINE,FR
1041,FRUCTOSE,FR
1041,GALLIC-ACID,LF
1041,GLUCOSE,FR
1041,HYDROQUINONE,LF
1041,HYPEROSIDE,FR
1041,HYPEROSIDE,LF
1041,IRON,FR
1041,IRON,LF
1041,ISOQUERCITRIN,LF
1041,KAEMPFEROL,FR
1041,KETOGLUTARIC-ACID,FR
1041,LEAD,FR
1041,LYCOPENE,FR
1041,MAGNESIUM,FR
1041,MALIC-ACID,FR
1041,MANGANESE,FR
1041,MANGANESE,LF
1041,MERCURY,FR
1041,MOLYBDENUM,FR
1041,N-NONACOSANE,FR
1041,PECTIN,FR
1041,PHOSPHORUS,FR
1041,POTASSIUM,FR
1041,PYROSIDE,LF
1041,QUERCETIN,LF
1041,QUINIC-ACIC,FR
1041,RUBIDIUM,FR
1041,SALICYLIC-ACID,FR
1041,SALIDROSIDE,LF
1041,SELENIUM,FR
1041,SILICON,FR
1041,SUCROSE,FR
1041,SUGAR,FR
1041,SULFUR,FR
1041,TANNIN,LF
1041,URSOLIC-ACID,FR
1041,VACCINIIN,FR
1041,WATER,FR
1041,ZEAXANTHIN,FR
1041,ZINC,FR
1042,(+)-MAALIOXIDE,PL
1042,(S)-(-)-ACTINIDINE,RT
1042,2-ACETYL-PYRROLE,PL
1042,7-EPIDEACETYLISOVALTRATE,PL
1042,8-EPIKESSANOL,PL
1042,ACETIC-ACID,RT
1042,ACETOXY-VALEPOTRIATUM,PL
1042,ACEVALTRATE,RT
1042,ALLO-AROMADENDRENE,RT
1042,ALPHA-CURCUMENE,PL
1042,ALPHA-FENCHENE,RT
1042,ALPHA-KERZYLALCOHOL,RT
1042,ALPHA-KESSYL-ALCOHOL,PL
1042,ALPHA-METHYL-2-PYRROLYL-KETONE,PL
1042,ALPHA-VALENE,RT
1042,ALUMINUM,RT
1042,ASCORBIC-ACID,RT
1042,ASH,RT
1042,AZULENE,RT
1042,BALDRIANIC-ACID,RT
1042,BALDRIATANNIC-ACID,RT
1042,BETA-BISABOLENE,RT
1042,BETA-CAROTENE,PL
1042,BETA-ELEMENE,RT
1042,BETA-IONONE,RT
1042,BETA-PHELLANDRENE,RT
1042,BETA-PINENE,RT
1042,BETA-SITOSTEROL,RT
1042,BETA-SITOSTEROL-STEARATE,RT
1042,BETA-VALENE,RT
1042,BORNYL-ACETATE,RT
1042,BORNYL-BUTYRATE,RT
1042,BORNYL-FORMATE,RT
1042,BORNYL-ISOVALERIANATE,RT
1042,CAFFEIC-ACID,PL
1042,CALCIUM,RT
1042,CAPRONIC-ACID,PL
1042,CARBOHYDRATES,RT
1042,CATALASE,PL
1042,CHATINENE,RT
1042,CHLOROGENIC-ACID,RT
1042,CHOLINE,RT
1042,CHROMIUM,RT
1042,COBALT,RT
1042,DEACETYLISOLAVTRATE,RT
1042,DELTA-CADINENE,RT
1042,DIDROVALTRATE,RT
1042,DIHYDROVALEPOTRIATUM,PL
1042,EO,RT
1042,EREMOPHILENE,PL
1042,EUGENYL-ISOVALERATE,RT
1042,FAT,RT
1042,FAURINOL,RT
1042,FAURINONE,RT
1042,FIBER,RT
1042,FORMIC-ACID,RT
1042,FRUCTOSE,RT
1042,GAMMA-LINOLENIC-ACID,PL
1042,GAMMA-TERPINENE,RT
1042,GAMMA-VALENE,RT
1042,GLUCOSE,RT
1042,GUM,RT
1042,HOMODIVALTRATE,RT
1042,HOMOVALTRATE,RT
1042,HYDROXYVALERINIC-ACID,RT
1042,IRON,RT
1042,ISOEUGENYL-ISOVALERATE,RT
1042,ISOVALERIANIC-ACID,RT
1042,ISOVALERIC-ACID,RT
1042,ISOVALEROXY-HYDROXY-DIDROVALTRATE,RT
1042,KAEMPFEROL,PL
1042,KANOKOSIDES,PL
1042,KESSANE,PL
1042,KESSENE,PL
1042,KESSYL-GLYCOL,PL
1042,KONGOL,PL
1042,LEDOL,RT
1042,LINOLEIC-ACID,PL
1042,MAALIOL,RT
1042,MAGNESIUM,RT
1042,MANGANESE,RT
1042,MYRCENE,PL
1042,MYRTENOL,PL
1042,MYRTENYL-ACETATE,RT
1042,MYRTENYL-ISOVALERIANATE,RT
1042,N-(BETA-(P-HYDROXYPHENYL)-ETHYL)-ACTINIDINE,PL
1042,NIACIN,RT
1042,OLEIC-ACID,PL
1042,OXYDASE,PL
1042,P-COUMARIC-ACID,PL
1042,P-CYMOL,RT
1042,PALMITIC-ACID,PL
1042,PATCHOLYL-ALCOHOL,RT
1042,PEROXIDASE,PL
1042,PHOSPHORUS,RT
1042,POTASSIUM,RT
1042,PROTEIN,RT
1042,QUERCETIN,PL
1042,RAFFINOSE,RT
1042,RESIN,RT
1042,RIBOFLAVIN,RT
1042,SACCHAROSE,PL
1042,SELENIUM,RT
1042,SILICON,RT
1042,SODIUM,RT
1042,TERPINOLENE,RT
1042,THIAMIN,RT
1042,TIN,RT
1042,"TRIDECEN-(1)-PENTAIN(3,5,7,9,11)",RT
1042,VALECHLORINE,RT
1042,VALENOL,RT
1042,VALEPOTRIATES,RT
1042,VALEPOTRIATUM,PL
1042,VALERENAL,PL
1042,VALERENIC-ACID,RT
1042,VALERENOL,PL
1042,VALERENOLIC-ACID,PL
1042,VALERENONE,RT
1042,VALERIANINE,RT
1042,VALERIANOL,RT
1042,VALERIANOLIC-ACID,RT
1042,VALERIANONE,RT
1042,VALERIC-ACID,RT
1042,VALERINE,RT
1042,VALEROSIDATUM,RT
1042,VALEROSIDE-A,RT
1042,VALTRATE,RT
1042,VALTRATE-ISOVALEROXYHYDRIN,RT
1042,WATER,RT
1042,ZINC,RT
1043,ALANINE,PL
1043,ARGININE,PL
1043,ASH,PL
1043,ASPARTIC-ACID,PL
1043,BORON,PL
1043,BORON,PL
1043,CALCIUM,PL
1043,CARBOHYDRATES,PL
1043,COPPER,PL
1043,CYSTINE,PL
1043,FAT,PL
1043,FIBER,PL
1043,GLUTAMIC-ACID,PL
1043,GLYCINE,LF
1043,HISTIDINE,PL
1043,IRON,PL
1043,ISOLEUCINE,PL
1043,KILOCALORIES,PL
1043,LEUCINE,PL
1043,LYSINE,PL
1043,MAGNESIUM,PL
1043,MANGANESE,PL
1043,METHIONINE,PL
1043,MOLYBDENUM,PL
1043,PHENYLALANINE,PL
1043,POTASSIUM,PL
1043,PROLINE,PL
1043,PROTEIN,PL
1043,SERINE,PL
1043,SODIUM,PL
1043,THREONINE,PL
1043,TRYPTOPHAN,PL
1043,TYROSINE,PL
1043,VALINE,PL
1043,WATER,PL
1043,ZINC,PL
1044,1-OCTEN-3-OL,FR
1044,ACETALDEHYDE,FR
1044,ACETIC-ACID,FR
1044,ACETOPHENONE,FR
1044,ANISALDEHYDE,FR
1044,ANISIC-ACID,FR
1044,ANISIC-ALCOHOL,FR
1044,ANISYL-ETHYL-ETHER,FR
1044,ANISYLACETATE,FR
1044,ASH,FR
1044,BENZALDEHYDE,FR
1044,BENZOIC-ACID,FR
1044,BENZYL-ALCOHOL,FR
1044,CALCIUM,FR
1044,CALCIUM-OXALATE,PL
1044,CAPRINIC-ACID-ESTER,FR
1044,CAPROIC-ACID,FR
1044,CARBOHYDRATES,FR
1044,CINNAMIC-ACID-ETHYL-ESTER,PL
1044,CINNAMIC-ALCOHOL,FR
1044,CIS-METHYL-CINNAMATE,FR
1044,CITRIC-ACID,FR
1044,CREOSOL,FR
1044,DIACETYL,FR
1044,EO,FR
1044,ETHYL-PALMITATE,FR
1044,EUGENOL,FR
1044,FAT,FR
1044,FIBER,FR
1044,FRUCTOSE,FR
1044,FURFURAL,FR
1044,FURFUROL,FR
1044,GAMMA-NONALACTONE,FR
1044,GLUCOSE,FR
1044,GLUCOVANILLIC-ACID,FR
1044,GLUCOVANILLIN,FR
1044,GUAIACOL,FR
1044,HEPTANOIC-ACID,FR
1044,ISOBUTYRIC-ACID,FR
1044,MALIC-ACID,FR
1044,METHYL-ANISATE,FR
1044,METHYL-PALMITATE,FR
1044,N-CAPRYLIC-ACIDESTER,FR
1044,NAPHTHALENE,FR
1044,NONANOIC-ACID,FR
1044,OCTANOIC-ACID,FR
1044,OXALIC-ACID,FR
1044,P-CRESOL,FR
1044,P-CRESOL-METHYL-ETHER,FR
1044,P-HYDROXYBENZALDEHYDE,FR
1044,P-HYDROXYBENZYL-ALCOHOL,FR
1044,P-HYDROZYBENZYL-METHYL-ETHER,FR
1044,PHOSPHORUS,FR
1044,PIPERONAL,PL
1044,PROTEIN,FR
1044,PROTOCATECHUALDEHYDE,FR
1044,PROTOCATECHUIC-ACID,FR
1044,RESIN,FR
1044,SUCROSE,FR
1044,SUGARS,FR
1044,TANNIN,FR
1044,TRANS-METHYL-CINNAMATE,FR
1044,VANILLIC-ACID,FR
1044,VANILLIN,FR
1044,VANILLIN-BETA-GLUCOSIDE,FR
1044,VANILLYL-ALCOHOL,FR
1044,VANILLYL-ETHYL-ETHER,FR
1044,WATER,FR
1045,ANISALDEHYDE,FR
1045,ANISYL-ALCOHOL,FR
1045,ANISYL-ETHYL-ETHER,FR
1045,P-CRESOL,FR
1045,TRANS-METHYL-CINNAMATE,FR
1045,VANILLIN,FR
1045,VANILLYL-ETHYL-ETHER,FR
1046,11-DEOXOJERVINE,RH
1046,20-(2-METHYL-1-PYRROLIN-5-OYL)-4-PREGNEN-3-ONE,PL
1046,ACETIC-ACID,RH
1046,ALKALOIDS,PL
1046,ALKALOIDS,RH
1046,ALKAMINE-A,RH
1046,ALKAMINE-X,RH
1046,ANGELOYL-ZYGADENILIC-ACID-LACTONE,RH
1046,ANGELOYL-ZYGADENINE,PL
1046,BETA-SITOSTEROL,RH
1046,CERALOBINE,PL
1046,CHELIDONIC-ACID,RH
1046,DEACETYLGERMITETRINE,PL
1046,DEACETYLNEOPROTOVERATRINE,PL
1046,DEACETYLPROTOVERATRINE,PL
1046,FRUCTOSE,RT
1046,GERALBINE,RT
1046,GERMERINE,RH
1046,GERMINE,PL
1046,GERMITETRINE,RH
1046,GLUCOSE,RH
1046,GLUCOVERACINTINE,PL
1046,ISOGERMINE,PL
1046,ISORUBIJERVINE,RT
1046,JERVINE,RT
1046,LOVERAINE,RH
1046,PROTOVERATRIDINE,PL
1046,PROTOVERATRINE-A,PL
1046,PROTOVERATRINE-B,PL
1046,PSEUDOJERVINE,RT
1046,PSEUDOJERVOINE,RH
1046,PSI-JERVINE,PL
1046,RESIN,RH
1046,RHAMNOVERACINTINE,PL
1046,RUBIJERVINE,RT
1046,RUBIVERINE,RH
1046,SOLANIDINE,PL
1046,SUCROSE,RH
1046,SYNAINE,RH
1046,VERACINE,RH
1046,VERACINTINE,PL
1046,VERADIOL,RH
1046,VERALBIDINE,RH
1046,VERALININE,RT
1046,VERALKALINE,RT
1046,VERALOBINE,PL
1046,VERALOSIDINE,PL
1046,VERALOSINE,PL
1046,VERALOSININE,PL
1046,VERAMARINE,PL
1046,VERAMERINE,PL
1046,VERAMINE,RT
1046,VERAMININE,RT
1046,VERAREINE,RT
1046,VERARINE,RT
1046,VERASINE,RT
1046,VERATETRINE,PL
1046,VERATRAMINE,RT
1046,VERATRIDINE,PL
1046,VERATROBASINE,RH
1046,VERATROYLZYGADENINE,RT
1046,VERAZINE,PL
1046,VERINE,RH
1046,ZYGADENILIC-ACID-DELTA-LACTONE,RT
1047,1-ALPHA-HYDROXY-ALPHA-METHYLBUTYRIC-ACID,RH
1047,1-ALPHA-METHYLBUTYRIC-ACID,RH
1047,ACETIC-ACID,RH
1047,CEVADINE,RT
1047,CEVAGENINE,PL
1047,DEACETYLNEOPROTOVERATRINE,RT
1047,DEACETYLPROTOVERATRINE,RH
1047,EPSILON-JERVINE,RT
1047,GERMBUDINE,RT
1047,GERMERINE,RT
1047,GERMIBUDINE,RT
1047,GERMIDINE,RT
1047,GERMINE,RT
1047,GERMITRINE,RT
1047,ISOGERMIDINE,RT
1047,ISORUBIJERVINE,RH
1047,JERVINE,PL
1047,NEOGERMBUDINE,RT
1047,NEOGERMIDINE,RH
1047,NEOGERMITRINE,RT
1047,PROTOVERATRIDINE,RT
1047,PROTOVERATRINE-A,RT
1047,PROTOVERATRINE-B,RT
1047,PSEUDOJERVINE,RH
1047,RUBIJERVINE,RT
1047,VERATETRINE,RT
1047,VERATRALBINE,RH
1047,VERATRAMINE,RT
1047,VERATRIDINE,RT
1047,VERATRINE,RT
1047,VERATROSINE,RT
1047,VERATROYLZYGADENINE,RT
1048,ALUMINUM,LF
1048,ASCORBIC-ACID,LF
1048,ASH,LF
1048,AUCUBIN,RT
1048,BETA-CAROTENE,LF
1048,BETA-SITOSTEROL,SD
1048,CALCIUM,LF
1048,CARBOHYDRATES,LF
1048,CATALPOL,PL
1048,CHROMIUM,LF
1048,COBALT,LF
1048,COUMARIN,LF
1048,CROCETIN,FL
1048,FAT,LF
1048,FAT,SD
1048,FIBER,LF
1048,HEPTAOSE,RT
1048,HESPERIDIN,PL
1048,IRON,LF
1048,KILOCALORIES,LF
1048,LINOLEIC-ACID,SD
1048,MAGNESIUM,LF
1048,MANGANESE,LF
1048,MUCILAGE,SD
1048,NIACIN,LF
1048,NONAOSE,RT
1048,OCTAOSE,RT
1048,OLEIC-ACID,SD
1048,PALMITIC-ACID,SD
1048,PHOSPHORUS,LF
1048,POTASSIUM,LF
1048,PROTEIN,LF
1048,PROTEIN,SD
1048,RIBOFLAVIN,LF
1048,ROTENONE,LF
1048,SAPONINS,PL
1048,SELENIUM,LF
1048,SILICON,LF
1048,SODIUM,LF
1048,STEARIC-ACID,SD
1048,THAPSIC-ACID,FL
1048,THIAMIN,LF
1048,TIN,LF
1048,VERBASCOSE,RT
1048,VERBASCOSIDE,PL
1048,VERBASTEROL,PL
1048,WATER,LF
1048,ZINC,LF
1049,(+)-VERBENONE,PL
1049,"5-HYDROXY-3,6,7,3',4'-PENTAMETHOXYFLAVONE",PL
1049,ADENOSINE,LF
1049,ALPHA-SITOSTEROL,PL
1049,ARTEMITIN,PL
1049,AUCUBIN,PL
1049,BETA-CAROTENE,LF
1049,CAFFEIC-ACID,LF
1049,CITRAL,PL
1049,EMULSIN,FL
1049,EO,PL
1049,HASTATOSIDE,PL
1049,INVERTIN,FL
1049,LUPEOL,PL
1049,MUCILAGE,PL
1049,STACHYOSE,RT
1049,STACHYOSE,ST
1049,TANNIN,PL
1049,TERPENENE,PL
1049,URSOLIC-ACID,PL
1049,VERBENALIN,FL
1049,VERBENALIN,PL
1049,VERBENALOL,PL
1049,VERBENIN,PL
1050,6-HYDROXYLUTEOLIN-7-MONOGLYCOSIDE,PL
1050,AUCUBIN,PL
1050,MANNITOL,PL
1050,MINECOSIDE,PL
1050,RESIN,PL
1050,TANNIN,PL
1050,VERMINOSIDE,PL
1050,VERONICOSIDE,PL
1050,VERPROSIDE,PL
1051,(+)-KHUSITENE,PL
1051,7:3-CADALENE,RT
1051,ALLO-KHUSINOL,PL
1051,ALPHA-CALACORANE,RT
1051,ALPHA-ISOVETIVENENE,RT
1051,ALPHA-VETISPIRENE,RT
1051,ALPHA-VETIVENE,PL
1051,ALPHA-VETIVENENE,PL
1051,ALPHA-VETIVONE,RT
1051,ASH,LF
1051,BENZOIC-ACID,RT
1051,BETA-ISOVETISPIRENE,RT
1051,BETA-VETISPIRINE,RT
1051,BETA-VETIVENE,RT
1051,BETA-VETIVENENE,RT
1051,BETA-VETIVONE,RT
1051,BHARATPUROL-I,RT
1051,BHARATPUROL-II,RT
1051,BICYCLODECENONE,PL
1051,CADINA-7-11(12_OR_13)-DIENE,RT
1051,"CADINA-9,11(12_OR_13)-DIENE",RT
1051,CADINANE-SESQUITERPENES,RT
1051,CALCIUM,LF
1051,CARBOHYDRATES,LF
1051,CYCLOCOPACAMPHENE,RT
1051,CYCLOCOPACAMPHENIC-ACID,PL
1051,CYCLOCOPACAMPHENOL,RT
1051,D-ALPHA-AMORPHENE,PL
1051,DELTA-3-CARENE,RT
1051,DIACETYL,RT
1051,EO,RT
1051,EPICYCLOCOPACAMPHENIC-ACID,PL
1051,EPIKHUSINOL,RT
1051,EPIZIZANAL,PL
1051,EPIZIZANOIC-ACID,PL
1051,EUDESMANE-SESQUITERPENES,RT
1051,EUDESMOL,RT
1051,FAT,LF
1051,FIBER,LF
1051,FRUCTOSE,RT
1051,GAMMA-VETIVENE,RT
1051,GLUCOSE,RT
1051,GLYCEROL,RT
1051,HEMICELLULOSE,LF
1051,ISOBISABOLENE,RT
1051,ISOKHUSENIC-ACID,RT
1051,ISOKHUSINOL,PL
1051,ISOKHUSINOL-OXIDE,PL
1051,ISOVALENCENIC-ACID,PL
1051,ISOVALENCENOL,PL
1051,ISOVETISELINENOL,PL
1051,ISOVETIVONE,RT
1051,KETONES,RT
1051,KHISONE,RT
1051,KHUSENE,RT
1051,KHUSENOL,PL
1051,KHUSILAL,RT
1051,KHUSIMENE,PL
1051,KHUSIMONE,RT
1051,KHUSIMYL-ACETATE,PL
1051,KHUSINOL,RT
1051,KHUSINOLOXIDE,RT
1051,KHUSIOL,PL
1051,KHUSITOL,RT
1051,KHUSITONE,RT
1051,KHUSOL,RT
1051,L-DELTA-CADINOL,RT
1051,L-GAMMA-2-CADINENE,RT
1051,L-GAMMA-CADINENE,RT
1051,LAEVOJUNEOL,RT
1051,LAEVOJUNESSOL,RT
1051,N-EICOSANE,RT
1051,NORKHUSINOL-OXIDE,PL
1051,P-CYMENE,RT
1051,PALMITIC-ACID,RT
1051,PHOSPHORUS,FR
1051,"SELINA-4(14),7(17)-DIENE",PL
1051,SESQUITERPENE-KETONES,RT
1051,SUCROSE,RT
1051,TRICYCLOVETIVENE,RT
1051,VETICADINOL,PL
1051,VETISELINENE,PL
1051,VETISELINENOL,RT
1051,VETIVENE,RT
1051,VETIVENOLENE,RT
1051,VETIVENONE,RT
1051,VETIVENYL-VETIVENATE,RT
1051,VETIVEROLS,RT
1051,ZIZANAL,PL
1051,ZIZANENE,RT
1051,ZIZANOIC-ACID,RT
1051,ZIZANOL,RT
1052,ACETIC-ACID,BK
1052,ALPHA-AMYRIN,BK
1052,ALUMINUM,BK
1052,ARBUTIN,PL
1052,ASTRAGALIN,FL
1052,BALDRIANIC-ACID,BK
1052,BETA-AMYRIN,BK
1052,BETA-SITOSTEROL,FR
1052,CALCIUM,BK
1052,CAPRIC-ACID,BK
1052,CHLOROGENIC-ACID,FR
1052,CHROMIUM,BK
1052,CINNAMIC-ACID,FR
1052,CITRIC-ACID,BK
1052,COBALT,BK
1052,"D,L-CATECHIN",BK
1052,EO,BK
1052,ESCULETIN,BK
1052,HYDROQIONONE,PL
1052,IRON,BK
1052,MAGNESIUM,BK
1052,MALIC-ACID,BK
1052,MANGANESE,BK
1052,METHYL-ARBUTIN,PL
1052,MYRICYL-ALCOHOL,BK
1052,PAEONISIDE,FR
1052,PECTIN,BK
1052,PECTIN,FR
1052,PHOSPHORUS,BK
1052,POTASSIUM,BK
1052,PROTEIN,BK
1052,QUERCETIN-GLYCOSIDES,FR
1052,SCOPOLETIN,BK
1052,SCOPOLINE,PL
1052,SELENIUM,BK
1052,SILICON,BK
1052,SODIUM,BK
1052,TANNIN,FR
1052,TIN,BK
1052,URSOLIC-ACID,FR
1052,VALERIANIC-ACID,PL
1052,WATER,BK
1052,ZINC,BK
1053,"1-METHYL-2,3-DIBUTYL-HEMIMELLITATE",SB
1053,ACETIC-ACID,BK
1053,ACETYL-OLEANOLIC-ACID,BK
1053,ACETYLURSOLIC-ACID,BK
1053,ALPHA-AMYRIN,BK
1053,AMENTOFLAVONE,BK
1053,ARBUTIN,BK
1053,BETA-AMYRIN,BK
1053,CAPRONIC-ACID,BK
1053,CAPRYLIC-ACID,BK
1053,CHLOROGENIC-ACID,BK
1053,CITRIC-ACID,RB
1053,D-CATECHIN,LF
1053,DEXTRIN,BK
1053,EO,BK
1053,ESCULETIN,BK
1053,FORMIC-ACID,BK
1053,HEPTACOSANE,BK
1053,ISOCHLOROGENIC-ACID,BK
1053,ISOVALERIANIC-ACID,BK
1053,LINOLEIC-ACID,BK
1053,MALIC-ACID,RB
1053,MYRISTIC-ACID,BK
1053,OLEANOLIC-ACID,BK
1053,OLEIC-ACID,BK
1053,OXALIC-ACID,RB
1053,PALMITIC-ACID,BK
1053,PENTOSANS,BK
1053,PROTEIN,BK
1053,RESIN,RB
1053,SACCHAROSE,BK
1053,SALICIN,BK
1053,SALICYLIC-ACID,BK
1053,SCOPOLETIN,RB
1053,SCOPOLIN,BK
1053,SITOSTEROL,BK
1053,STARCH,BK
1053,TANNIN,RB
1053,URSOLIC-ACID,BK
1053,VALERIC-ACID,RB
